"x_loc","radius","y_loc","abbrName","rounded_gameClock","frame_id","loess_coords","loess_residuals","quad_residuals","id"
18.342495,4.90716,25.84657,"J. Smith",908,1,6.78513534284426,-1.87797534284426,NA,1
18.431985,5.06334,25.804855,"J. Smith",908,2,6.44332953367,-1.37998953367,NA,1
18.504405,5.192835,25.7492,"J. Smith",908,3,6.13561720149977,-0.942782201499773,NA,1
18.519835,5.21907,25.782615,"J. Smith",908,4,6.07367913609148,-0.854609136091478,NA,1
18.498525,5.307275,25.86722,"J. Smith",908,5,6.16104696946038,-0.853771969460385,0.0386074766957089,1
18.54066,5.39141,25.88263,"J. Smith",908,6,5.99958790435305,-0.608177904353049,0.04738341968737,1
18.49105,5.40214,25.74199,"J. Smith",908,7,6.19295957961625,-0.790819579616254,0.0185397672629934,1
18.53388,5.47359,25.796315,"J. Smith",908,8,6.02324755158216,-0.549657551582164,0.0472268185263081,1
18.57671,5.54504,25.85064,"J. Smith",908,9,5.88997549855263,-0.344935498552634,0.03945693910256,1
18.6315,5.65919,25.78649,"J. Smith",908,10,5.78472583732399,-0.125535837323994,0.0260306414121883,1
18.721115,5.72403,25.787305,"J. Smith",908,11,5.76574921619819,-0.0417192161981932,0.0111739509992054,1
18.81073,5.78887,25.78812,"J. Smith",908,12,6.13162691115892,-0.342756911158916,0.00943914075384083,1
18.90749,5.80731,25.84469,"J. Smith",908,13,6.75277067698279,-0.945460676982788,0.00983144165589458,1
18.989185,5.952165,25.81567,"J. Smith",908,14,6.96175211937107,-1.00958711937107,0.0210099713368693,1
19.07088,6.09702,25.78665,"J. Smith",908,15,6.98876767124037,-0.891747671240373,0.015971266363079,1
19.02703,6.13167,25.71207,"J. Smith",908,16,6.96733590217917,-0.835665902179169,0.0411405195023988,1
19.147795,6.251955,25.67084,"J. Smith",908,17,6.90982118322079,-0.657866183220794,0.0312594379183107,1
19.26856,6.37224,25.62961,"J. Smith",908,18,6.90704059346525,-0.534800593465246,0.0296126881222778,1
19.42651,6.44182,25.64744,"J. Smith",908,19,7.15221237157429,-0.710392371574286,0.0245846761325922,1
