"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180"
"DraymondGreen",4.99873,-0.791690198229871,5.08485,-0.779658502267654,5.14643,-0.764747781571232,5.25012,-0.727713733153112,5.3277,-0.690183568910731,5.381735,-0.659059972510719,5.517225,-0.561941990187374,5.569915,-0.516938216459885,5.63363,-0.457397068806314,5.71737,-0.371003834165213,5.779025,-0.301779692560809,5.80958,-0.265054389366564,5.92667,-0.0967382181337908,5.93804,-0.0789711475410954,5.974595,-0.0213271340472595,6.02345,0.0553021905051677,6.0536,0.101230463261816,6.102465,0.179299876593213,6.124835,0.218671254744393,6.167415,0.294699032572967,6.1987,0.347610532581065,6.216965,0.375900779350153,6.22262,0.384141446941314,6.232335,0.398650125997553,6.244805,0.418583165816008,6.26681,0.455140498920536,6.27526,0.468919700282405,6.286305,0.486124915983455,6.307995,0.516923560668233,6.31425,0.525977563120469,6.331535,0.551563238399983,6.340315,0.564665966008794,6.364275,0.599662456150595,6.396655,0.641785905625664,6.41376,0.661326169010866,6.42173,0.67071976504544,6.434825,0.686337447627511,6.456825,0.712168352636602,6.492965,0.749345595163208,6.502315,0.757136965441639,6.51748,0.768748483099863,6.56729,0.800224055713352,6.62812,0.826395538980695,6.65633,0.834608199371588,6.731615,0.846753459670228,6.75626,0.846211792897075,6.79927,0.83515902320279,6.840175,0.81672202553972,6.89738,0.786477464275955,6.938995,0.76737165670452,6.956395,0.76138673970084,7.01767,0.736861635487346,7.07487,0.705770041186618,7.11469,0.681737829859762,7.214115,0.623340872954001,7.240295,0.610379141473467,7.25678,0.602660167867669,7.345835,0.557544457220763,7.42805,0.512108990299696,7.48416,0.479908059367296,7.540825,0.447038302476662,7.570405,0.429923918465274,7.61453,0.404562411217969,7.67243,0.370551379275731,7.747175,0.325176684916722,7.810945,0.285299466682006,7.887945,0.235912800124179,7.94635,0.197680964523827,8.082575,0.105696425547037,8.1242,0.076719896024818,8.255535,-0.0174932955777558,8.35281,-0.0901025284072661,8.395765,-0.122959317789365,8.533905,-0.232155422310106,8.67019,-0.346274830409304,8.86696,-0.519896033392303,8.89825,-0.548176640432245,9.01458,-0.65426953880349,9.08613,-0.719936347516594,9.18039,-0.80687807987437,9.30382,-0.923195584083937,9.451695,-1.06614138993308,9.520635,-1.13401046399522,9.63286,-1.24601501571739,9.68605,-1.29971746742943,9.78897,-1.40476638927511,9.84218,-1.45968591269448,10.03315,-1.6603944130016,10.07978,-1.71029529377818,10.256485,-1.90276353555237
"DwayneWade",5.20071,-0.845146445797391,5.216765,-0.840907380569815,5.23778,-0.835310177378979,5.249085,-0.832300021549623,5.253805,-0.831047158372734,5.275845,-0.825257487841345,5.29749,-0.819611020206944,5.30922,-0.816528781059382,5.35474,-0.804418854662221,5.368425,-0.800731716677577,5.39579,-0.793294106769904,5.41312,-0.788545571775879,5.437765,-0.781812434244314,5.46557,-0.774228399542212,5.54592,-0.752015053961561,5.569225,-0.745387413650371,5.62489,-0.728995383777836,5.664545,-0.716700007041123,5.69895,-0.706238381394169,5.76001,-0.688540582254775,5.787795,-0.680445815161019,5.800535,-0.676654937728129,5.890275,-0.646928127529024,5.92593,-0.634722691991122,5.95222,-0.626773926701836,5.998005,-0.61380272564194,6.04988,-0.598223519817583,6.10908,-0.5756503308262,6.185495,-0.536840232345941,6.234655,-0.510371043239958,6.287845,-0.479732415752819,6.33092,-0.452677902965785,6.35444,-0.436834666926854,6.41846,-0.389005787249381,6.457335,-0.35452063633434,6.540665,-0.266023899137805,6.5667,-0.236423476129457,6.611555,-0.185715001481369,6.633715,-0.161493813521537,6.661445,-0.132504443210009,6.698145,-0.0891745369258321,6.743235,-0.0301786461890938,6.77672,0.0109937705745344,6.787895,0.0232369164197875,6.796835,0.0322774060635836,6.803955,0.039331911966831,6.83614,0.0739194150337971,6.847675,0.0868543847927339,6.87945,0.121780943299617,6.88644,0.129040047061868,6.915625,0.156193665675301,6.95312,0.188531848181692,6.96774,0.201377558717607,6.9827,0.214207356333815,6.999,0.227468060210105,7.02103,0.243514785155127,7.04085,0.256397532251912,7.074405,0.278283265564212,7.098695,0.29363373600827,7.12648,0.309986069206449,7.155145,0.324768601955973,7.171205,0.331829807349006,7.206155,0.343830000846977,7.228205,0.349985702063186,7.26845,0.358981585107725,7.307015,0.365017293251524,7.37139,0.369859635448788,7.40294,0.370015741073297,7.48821,0.360876590263861,7.555955,0.343732370557771,7.633875,0.314999036577459,7.780055,0.241671279700443,7.997415,0.109843241545264,8.147165,0.0223324794319045,8.344245,-0.104493070977061,8.426325,-0.164279223611528,8.492055,-0.214063177703343,8.801015,-0.454275770988506,8.939755,-0.555513274158748,9.11367,-0.679258679488311,9.28428,-0.805257225433991,9.32902,-0.838901576553101,9.634295,-1.07290506591625,9.745985,-1.15958344821831,9.92717,-1.30023300443543,9.96131,-1.3268135327537,10.183755,-1.50156483711324,10.396585,-1.67151745647406,10.54297,-1.79013011768147,10.773625,-1.98012792267228
"DwightHoward",5.29862,-0.818832323345412,5.338095,-0.825534954296164,5.396245,-0.832331410632007,5.484825,-0.835782988938143,5.49185,-0.835706221103512,5.61516,-0.826180106414291,5.623245,-0.825030466010216,5.702595,-0.810770821842526,5.763775,-0.79550024156277,5.78605,-0.78887660700165,5.842275,-0.769348479324264,5.867845,-0.759036178280099,5.96123,-0.719118702859178,6.01079,-0.695974779632556,6.060295,-0.670076373584019,6.11359,-0.637830217797889,6.16512,-0.601090876540264,6.21952,-0.554824735114288,6.253095,-0.520986722287119,6.29779,-0.470254364058094,6.301545,-0.465746079565369,6.41975,-0.312332361385602,6.4752,-0.238377531081482,6.48473,-0.225426726864894,6.508855,-0.189266438316496,6.522345,-0.167401829473518,6.602615,-0.0301423463849518,6.614355,-0.0112541432274547,6.63941,0.025946429247564,6.661195,0.0600764767788147,6.664025,0.0649398700914152,6.70178,0.130368684804326,6.70408,0.134019237794382,6.711035,0.144541938712854,6.71749,0.153487186640632,6.72843,0.168265573270912,6.73811,0.181832281527281,6.76094,0.214583121830762,6.80903,0.27792081852029,6.82376,0.293160152930629,6.829265,0.298228347583849,6.8415,0.30887326349155,6.853885,0.318816534963205,6.86518,0.327194161847169,6.88271,0.338977175431043,6.901515,0.350102068913798,6.91025,0.354533713428479,6.925685,0.360611599857529,6.929875,0.361922345622827,6.969755,0.36926618416387,6.97929,0.37015764266323,7.01479,0.372931684743067,7.022875,0.372849122771389,7.07154,0.363042935842891,7.09973,0.353008098784151,7.1411,0.337948812496555,7.151275,0.334854347782375,7.157665,0.332894598044763,7.17015,0.328278005588183,7.25425,0.27999037499127,7.25495,0.279531578194813,7.30732,0.247082051045695,7.33906,0.231911533589431,7.38299,0.213284157424581,7.385865,0.211977713884181,7.448515,0.181449096713407,7.5266,0.140014463181065,7.61957,0.0907958105611364,7.781565,0.00167499884274708,7.78582,-0.000825640181135401,7.96078,-0.108238943657798,7.97163,-0.115105996350379,8.15783,-0.233522172374426,8.213015,-0.268041742877382,8.305935,-0.326285169535578,8.398145,-0.385285941788578,8.401145,-0.387224892962005,8.69595,-0.583262516013112,8.69928,-0.585535048268008,8.86731,-0.702042615013984,8.919005,-0.738699208302234,9.11855,-0.882634073399193,9.318505,-1.02837561801564,9.35788,-1.056980663257,9.58947,-1.2226504748633,9.730475,-1.32118776008345,9.762065,-1.343158993152,9.83729,-1.39534084088666,9.916195,-1.44988458244453,10.65123,-1.95286560404209
"DwightPowell",5.403385,-0.814704633764309,5.406075,-0.81245793831579,5.493285,-0.736879794216768,5.536335,-0.697590974337968,5.54004,-0.694147835961221,5.60477,-0.632397725646058,5.79999,-0.427197150635087,5.82529,-0.397984951333758,5.84591,-0.373679786575629,5.87654,-0.336863048281104,5.99693,-0.186779398203748,6.024625,-0.151716268884894,6.053505,-0.113846923063621,6.10008,-0.0492020921778508,6.105925,-0.0409609548378207,6.14691,0.0163129083427894,6.1619,0.0366551191487522,6.16229,0.0371775577666561,6.282565,0.219949702816441,6.28356,0.221536648744208,6.298745,0.245664810180178,6.326455,0.288877170430492,6.403885,0.396919361983908,6.41105,0.405961756572093,6.44707,0.458441199316157,6.45311,0.467812040151125,6.45412,0.469380896154544,6.486395,0.517852273717636,6.51049,0.548348377419817,6.53504,0.574928938716789,6.544065,0.58443088541783,6.57815,0.618723227977775,6.59386,0.63354739129672,6.60769,0.646010006827317,6.64063,0.673131058538401,6.644015,0.675670518689656,6.66198,0.688353901639281,6.75071,0.734764591572295,6.79508,0.750729482700601,6.84619,0.766039723142832,6.873135,0.772691726664485,6.87466,0.772959867884595,6.876845,0.773323600336679,6.95054,0.775935850348413,6.985445,0.774951049511929,7.01059,0.775435492312434,7.05176,0.775071442221234,7.06201,0.774260460247839,7.08746,0.771244796167607,7.20525,0.747567642369271,7.20629,0.747348595512741,7.262035,0.737248177301764,7.28796,0.733246996383531,7.32098,0.727235275675342,7.394755,0.710583866356299,7.5067,0.678936028691297,7.55575,0.663507524969899,7.56046,0.661988559390944,7.634345,0.63592615987717,7.71188,0.604610246718149,7.748895,0.588468338657963,7.782865,0.573084384644301,7.99646,0.468386395264582,8.01392,0.459483979160493,8.054725,0.438210762549132,8.12801,0.398366687714603,8.167615,0.375962717507682,8.196855,0.359031684940122,8.436025,0.2050824575684,8.44351,0.19977617934326,8.543685,0.126262661052409,8.70023,0.00329478234927727,8.709105,-0.00392730891079817,8.812695,-0.089853944187928,8.94952,-0.207180044845368,9.03596,-0.285950412707851,9.20721,-0.452226699113367,9.32761,-0.571899711040086,9.420735,-0.662940210521957,9.448695,-0.68968492915568,9.64609,-0.881598776211148,9.67153,-0.906868864702964,9.79916,-1.03498908946926,9.89262,-1.12985153311508,9.91076,-1.14833016354776,9.915045,-1.15269790632294,10.20335,-1.45072884162787,10.38912,-1.6475959036218,10.407975,-1.66781085979407,10.69808,-1.98478201360149
"EdDavis",4.75407,-0.981303254116732,4.809375,-0.97237401487283,4.84125,-0.966802745989007,4.85175,-0.964908794602462,4.864625,-0.962550305732886,4.89661,-0.956535898273188,4.89824,-0.956223881948508,4.91563,-0.952848013927228,4.93061,-0.949869509159377,4.9435,-0.947252869102744,4.97001,-0.941710127331409,5.006,-0.933837425822539,5.045205,-0.924897167157327,5.08662,-0.915007649010645,5.1089,-0.909474493756794,5.182885,-0.88987341838,5.20827,-0.882663789246061,5.223485,-0.878293836385637,5.25398,-0.86968711374424,5.37085,-0.836877939747868,5.41628,-0.823335997656152,5.51796,-0.789029336883531,5.57206,-0.767493856394294,5.717845,-0.714832133201304,5.71988,-0.714119093234867,5.756,-0.700948488916456,5.874885,-0.643690082401877,5.96233,-0.577332258506466,6.07425,-0.430682424219461,6.08735,-0.407944006508363,6.09876,-0.387526388178278,6.10106,-0.383349877857606,6.17448,-0.244069308822357,6.291,-0.0410775424141446,6.29152,-0.040332807093243,6.37,0.0851899057486329,6.371165,0.0870139067382355,6.38366,0.10600611353591,6.3875,0.111598294001064,6.404555,0.134668898094002,6.41413,0.147429234205483,6.41933,0.154825117467316,6.450295,0.199242906231003,6.45292,0.202609628111897,6.45832,0.209127878898691,6.46399,0.215704067957178,6.47754,0.231709825118476,6.51521,0.27570104965521,6.5242,0.285478548660849,6.547,0.307811731009825,6.548865,0.309444709466292,6.561985,0.320172514242538,6.57786,0.331629506785543,6.57854,0.332087857039282,6.60515,0.348389195974374,6.610615,0.351425830194697,6.66423,0.379396658326867,6.675145,0.384251427492964,6.700475,0.392271156214581,6.78278,0.399328276352539,6.78655,0.399379774008055,6.83591,0.40202617655499,6.843605,0.402867031168055,6.89036,0.404239875265993,6.90947,0.403162663072475,6.975375,0.393820512740334,7.02829,0.381961773850668,7.16861,0.347574016996733,7.24711,0.327948276036163,7.247575,0.327809813602157,7.2862,0.315493344581538,7.560825,0.196378853106693,7.58359,0.185278443334076,7.696825,0.130629252647993,7.7581,0.0997483694790539,8.1388,-0.133017535353782,8.27469,-0.22614943172497,8.29262,-0.238577358772362,8.368975,-0.2915795523763,8.38147,-0.300274505901501,8.88334,-0.685584638491931,8.93421,-0.727594115610592,9.02733,-0.805371970780062,9.031555,-0.808924049574445,9.5012,-1.20856841848011,9.611645,-1.30251832869697,9.64075,-1.32740295402257,9.68917,-1.36892873024788,10.03019,-1.66667304341853,10.29255,-1.90349851185244
"ElfridPayton",4.89209,-0.72196839328438,5.04207,-0.74178019502761,5.0804,-0.742785773666789,5.16701,-0.739208590657989,5.23117,-0.731473427954409,5.27865,-0.723045311903432,5.38076,-0.698293042114367,5.41038,-0.689280520835078,5.515,-0.649159931838628,5.54349,-0.635681826258831,5.565915,-0.624213930983568,5.678055,-0.559594949524749,5.73222,-0.524765396797413,5.80384,-0.473382977459466,5.82408,-0.457535468681161,5.92278,-0.370008730910003,5.97732,-0.313136065287823,6.006885,-0.277479653223409,6.09351,-0.147501832855838,6.16801,-0.0225220236923524,6.19864,0.0277559524259468,6.23112,0.0782439748425165,6.24517,0.0997867998169349,6.29514,0.189706245658863,6.31541,0.22871448114605,6.330995,0.258296250151336,6.35489,0.301307242269889,6.37173,0.328783297697459,6.406855,0.385380082565684,6.4165,0.402060288394165,6.45048,0.460625733515168,6.45391,0.466298906623834,6.488515,0.517615849247955,6.49021,0.519763157419966,6.501325,0.53360873740362,6.52965,0.567679887732095,6.551195,0.591947675595824,6.567435,0.609000522661103,6.58374,0.624838632992777,6.61783,0.652894914191573,6.62456,0.657232027299109,6.64417,0.667019961604001,6.664565,0.673648407822251,6.68006,0.677032688852409,6.70937,0.681667122844109,6.74983,0.689024649301028,6.78974,0.689023773995994,6.79729,0.688190236070319,6.81204,0.686145017393812,6.83625,0.682339459298689,6.865215,0.678834227969703,6.91381,0.669333706881565,6.94328,0.65960693567257,6.948915,0.657566045504767,6.98294,0.644909083421005,6.987335,0.643304281174163,7.03077,0.629157108702312,7.063205,0.617378190714228,7.0845,0.608416712987682,7.124415,0.590136198463367,7.132905,0.58614101682499,7.15968,0.573649235637648,7.214465,0.549022945757878,7.22196,0.545464400540306,7.23466,0.539300230903137,7.31828,0.495507259917778,7.368695,0.467614589823185,7.42895,0.434376564194177,7.46996,0.411636611749237,7.553335,0.362720321994711,7.69056,0.276272187277895,7.71679,0.259160840655203,7.777945,0.21882199606421,7.853475,0.168387217033202,8.167175,-0.0596456055450264,8.361415,-0.21135021663452,8.4206,-0.258320473563604,8.45366,-0.284621623351446,8.566705,-0.374563398680567,8.93995,-0.682247486395029,9.105005,-0.824260966183036,9.113115,-0.831306511094731,9.1941,-0.901946760104262,9.314185,-1.00747148571751,9.490815,-1.16369494826415,9.6803,-1.3329731313304,9.74864,-1.3947243422913,9.761695,-1.40656417306067,10.105855,-1.72396270267315,10.34537,-1.95123528783056
"EmmanuelMudiay",5.2497,-0.982802963108971,5.264765,-0.986478574889411,5.306185,-0.995682237248494,5.34337,-1.00303302832087,5.348325,-1.00396111710864,5.36796,-1.0075365688376,5.394805,-1.01199554797351,5.425595,-1.01642365926553,5.43789,-1.01798739265601,5.44809,-1.01919620868212,5.47092,-1.02161138597566,5.4842,-1.02284231208656,5.50082,-1.02424965986451,5.51178,-1.02508525769879,5.52372,-1.02589923614975,5.540745,-1.02686301003298,5.57684,-1.0279944157002,5.58968,-1.02810645723118,5.61226,-1.02815600479367,5.63272,-1.02796779605242,5.66029,-1.02722383502398,5.69268,-1.02539708754968,5.73014,-1.02177418011415,5.75616,-1.0191941248171,5.774015,-1.01745825595883,5.81587,-1.01294184021737,5.85545,-1.00726125631348,5.91138,-0.994988305067798,5.936895,-0.987366325864721,5.997945,-0.970385940615271,6.062285,-0.951856212354876,6.090405,-0.942309275011013,6.174745,-0.903164237438225,6.24589,-0.851554018170708,6.36496,-0.71353855064516,6.39994,-0.663093343386623,6.490495,-0.520852231415177,6.549345,-0.424784793930117,6.60028,-0.343050812996774,6.62957,-0.29693396472372,6.67301,-0.217583568942823,6.6936,-0.177242590064798,6.72543,-0.115794575376791,6.751765,-0.0690905491175414,6.76456,-0.0487216287192718,6.78978,-0.00802721792133514,6.80179,0.0124168427244509,6.82851,0.0579275854897614,6.84369,0.082535814394014,6.85408,0.0983462640127496,6.869785,0.12002848012159,6.89285,0.15055438139338,6.913075,0.177778697819655,6.92673,0.195667013737385,6.944465,0.21750741694393,6.962035,0.236746736942325,6.965,0.239711280891543,6.97458,0.249148202200609,6.9872,0.261228271456913,7.00566,0.278007647822662,7.02526,0.294387651332994,7.036045,0.302652776763588,7.052855,0.314696590087485,7.072385,0.327663139628965,7.085485,0.335689348955763,7.10395,0.346012220139809,7.12011,0.354028331487495,7.14413,0.364012070133218,7.176835,0.373203062706532,7.20874,0.377684913251345,7.2367,0.378524228340304,7.29966,0.372361009276187,7.356175,0.360881650885415,7.430185,0.343081773172063,7.468325,0.330203020392695,7.56439,0.28363402111292,7.638105,0.237487444140468,7.73397,0.169435312055283,7.95132,0.014936879226376,8.03666,-0.0407715089118794,8.211635,-0.168301695479924,8.41745,-0.336561377501162,8.580315,-0.479537397836658,8.69414,-0.582683707915918,9.075465,-0.933575128117924,9.18739,-1.0395827789658,9.2839,-1.13308021390855,9.72749,-1.5869930835898,9.801875,-1.66688689663208,10.063445,-1.95612860385967
"EnesKanter",4.84687333333333,-0.575213828123479,4.91849,-0.529660683484888,4.948555,-0.509629489742698,5.017035,-0.461932901042015,5.10171,-0.398838082212474,5.177275,-0.338409026383617,5.270615,-0.258172342728186,5.29106,-0.239901383215041,5.34716,-0.188720002914615,5.426215,-0.114534055573944,5.465685,-0.0768587304400296,5.51017,-0.0335370265518497,5.58308,0.0419795181527915,5.63919,0.102277899769141,5.679385,0.145681120021256,5.71325,0.1819057029521,5.74013,0.210193690093482,5.76109,0.232809730937567,5.795695,0.272704479362822,5.82954,0.313234269618903,5.879815,0.372397294267105,5.90321,0.398101018475717,5.928185,0.423489968986874,5.980745,0.478486282057376,5.989815,0.488113008997072,5.999025,0.497811486575748,6.0077,0.506834432764502,6.048445,0.54659104698617,6.071065,0.566077972912718,6.08898,0.581586707578968,6.11106,0.600933173898075,6.130175,0.617479177467496,6.181165,0.657797407237676,6.199565,0.670062965239129,6.22353,0.685604087162266,6.24235,0.69768515672306,6.265155,0.7118280808015,6.29257,0.72757507181454,6.325205,0.743619903666714,6.362495,0.757287523895773,6.37589,0.761175694959816,6.443365,0.774538735650282,6.466865,0.7773008605193,6.47936,0.778485397480545,6.49315,0.779607919833282,6.52431,0.779617849997364,6.547385,0.777108234591063,6.568895,0.773367476026837,6.57663,0.771777689484304,6.621585,0.761252831541518,6.67488333333333,0.749962742525772,6.71287,0.741251661629127,6.768225,0.722087068853438,6.828185,0.697821282751724,6.84999,0.689280778274806,6.86481,0.683817394488382,6.916345,0.667071273028608,6.99168,0.639846926908396,7.03275,0.623297369927499,7.09951,0.594406147353696,7.17448333333333,0.559880863046977,7.241235,0.528160658583783,7.282305,0.508019625977373,7.33987,0.478190006105794,7.488515,0.394204848981536,7.524325,0.372825743134171,7.62286,0.312529514331784,7.666945,0.284957805601662,7.739835,0.237039546180185,7.86135,0.151271054541893,7.969065,0.0705723999545926,8.09028,-0.0235606878982077,8.178545,-0.0931547466547419,8.375815,-0.254070370322109,8.506465,-0.369456157577008,8.56683,-0.423876609146588,8.68402,-0.529336887001497,8.783895,-0.616965302447816,8.86746,-0.687219859813424,9.02104,-0.815843162162515,9.128495,-0.906825572898913,9.237915,-0.999640211546545,9.388115,-1.12623514587807,9.44214,-1.1712772495714,9.55,-1.26018058702174,9.66906666666667,-1.35728226357785,9.845655,-1.49965308119489,9.92614,-1.56397863130364,10.04321,-1.65700968549719,10.607305,-2.09965392096525
"EricBledsoe",4.841745,-1.40717263373466,4.99094,-1.35677250551322,5.011105,-1.3490105577146,5.04039,-1.3373599815181,5.087335,-1.31777877345803,5.13045,-1.29885299812345,5.19408,-1.27018065403354,5.289715,-1.22472820416976,5.347325,-1.19440717173678,5.40036,-1.16354444663775,5.40964,-1.15779644610356,5.42344,-1.14909377090727,5.526745,-1.09129955220566,5.618785,-1.03837903883627,5.65855,-1.01062744033239,5.68302,-0.991192916211362,5.693155,-0.98252291742789,5.71571,-0.961774605860769,5.75095,-0.928758508868067,5.805975,-0.876219728216394,5.835065,-0.845175264331056,5.84426,-0.834579189158218,5.87592,-0.794354870432447,5.918625,-0.723603623221604,5.9562,-0.64700183571567,5.99602,-0.559714852438021,6.0195,-0.508764035660329,6.02563,-0.495816608810394,6.049895,-0.446923909423536,6.08179,-0.37584726475095,6.089805,-0.356288993137866,6.10227,-0.325976473486525,6.11228,-0.302474887878132,6.127465,-0.269825680905815,6.14889,-0.22581866486074,6.16236,-0.196361424192732,6.16864,-0.182813582887509,6.180485,-0.158495631848522,6.1839,-0.151935640380922,6.19129,-0.138674676734211,6.19571,-0.130997063840785,6.20849,-0.107367844060931,6.21822,-0.0888123920740249,6.23028,-0.0664589900244357,6.24424,-0.0433684643539123,6.252405,-0.0316640797548742,6.259115,-0.022091500269166,6.269005,-0.00801051749585015,6.298235,0.0321120228028339,6.33382,0.0736789050999205,6.35184,0.0896987921370031,6.395695,0.111584273805691,6.42688,0.115659709774248,6.436935,0.11554892109077,6.45607,0.114002485681285,6.49681,0.107829339575062,6.5222,0.104476962354904,6.56026,0.094153073019509,6.566335,0.0914408576594052,6.64553,0.0415097092113287,6.6599,0.0315156887021039,6.700585,0.00608109940859637,6.724085,-0.00575599997052775,6.77979,-0.0409623616867709,6.831655,-0.0797879494436177,6.85212,-0.0953406804639547,6.875495,-0.112556490721954,6.91198,-0.136989736681418,6.9583,-0.165681952058427,6.98025,-0.17950057031521,7.02473,-0.208001227992605,7.09372,-0.253719319061122,7.135175,-0.282204049411468,7.17919,-0.313395778644573,7.23273,-0.352816197207801,7.31512,-0.416162951410045,7.38905,-0.475036096318939,7.4132,-0.494553566415235,7.51909,-0.580937514485542,7.5655,-0.619127604257947,7.69931,-0.732259135200947,7.721705,-0.751533918961516,7.981315,-0.977795760261027,8.054335,-1.041152587824,8.153,-1.12552958085786,8.247575,-1.20560961041147,8.37017,-1.30969183570705,8.436665,-1.36625315775539,8.759145,-1.641215728866,8.797855,-1.67425642742369
"FestusEzeli",5.21237,-0.591439225263129,5.309875,-0.626773166749614,5.363905,-0.64235203723097,5.46546,-0.663989233902092,5.52463,-0.672033125505317,5.5558,-0.674929726023212,5.6041,-0.677608050176993,5.663385,-0.677874394562114,5.761635,-0.67086833256042,5.830415,-0.66034109397828,5.90774,-0.642876048441807,5.99534,-0.615798312143386,6.06362,-0.590398906643423,6.12519,-0.564475716796154,6.233555,-0.510366832158602,6.31412,-0.46179932820429,6.338675,-0.445390530081328,6.37968,-0.416185140016368,6.48282,-0.333916044809841,6.64073,-0.184366470187398,6.691315,-0.130361203886416,6.716215,-0.10268249202592,6.74122,-0.0741576319529079,6.81886,0.0305264695994319,6.894935,0.151172634659353,6.94246,0.228395910714085,6.96632,0.266168723912758,7.00385,0.322700066233101,7.0397,0.37399997871807,7.089875,0.458821387316465,7.13034,0.531973246877581,7.173845,0.60536033603523,7.18563,0.623030234941683,7.20201,0.645351242198622,7.232355,0.686896200325999,7.25476,0.719442066257431,7.28291,0.759190745407311,7.29504,0.77502303378411,7.30158,0.783066742955225,7.3219,0.80557635119389,7.32646,0.810475374151104,7.359835,0.846763974756543,7.37759,0.865691623395711,7.39405,0.882487169621367,7.43257,0.916872026543559,7.457635,0.93612349449564,7.50231,0.968888882934552,7.56655,1.00923013670711,7.5866,1.01941828100292,7.606915,1.02827346741013,7.64899,1.04115424626061,7.694425,1.04429358997476,7.75314,1.03280560962303,7.838685,0.996969667773525,7.89625,0.968821655420519,7.93688,0.950844079799636,7.9711,0.938693104528568,8.00861,0.924808460816323,8.03105,0.914460252781283,8.13245,0.856116431245163,8.147685,0.846623271151597,8.24182,0.791760030494968,8.34166,0.742081437957057,8.439265,0.685217377016965,8.51406,0.63776505542497,8.5551,0.610953627686153,8.613425,0.572557523822971,8.7022,0.515043115742143,8.86743,0.405047218212896,8.9392,0.354259434436795,9.07309,0.255513662279851,9.242255,0.124949223061641,9.28641,0.0900830226762037,9.431875,-0.0271701969548597,9.648935,-0.218721582560585,9.714465,-0.279505545778936,9.8045,-0.36418135501665,9.941335,-0.493579279407127,10.15079,-0.686795278499144,10.32728,-0.845964474109089,10.39116,-0.904086604795891,10.46024,-0.967081814695463,10.485185,-0.989844403368127,10.58105,-1.07726851861417,10.806985,-1.2815172589124,10.84962,-1.31955954935115,10.96496,-1.42166177956891,11.0695,-1.51329663213732,11.26488,-1.68272515394541,11.98613,-2.30080618272835
