"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180"
"JamalCrawford",5.012535,-0.591928754216514,5.06394,-0.618800860449653,5.118125,-0.639321221525124,5.14193,-0.645772264735482,5.171775,-0.651626069003377,5.20798,-0.655362666881311,5.446505,-0.581555594349182,5.485195,-0.554767867919908,5.49386,-0.548258255347539,5.57471,-0.478967433953893,5.60071,-0.453556699723835,5.70653,-0.329580851548215,5.71451,-0.317444152548501,5.73769,-0.280092067911003,5.801975,-0.167728776874572,5.841775,-0.0991205500327162,5.867895,-0.0576489451959905,5.899575,-0.00909281278957224,5.91513,0.0166105087591029,5.93529,0.0509007300848518,5.9605,0.0938520856328351,5.99883,0.154975718769033,6.007455,0.167413269162898,6.010655,0.171915341323089,6.03579,0.207407030081547,6.07817,0.265700024136156,6.09976,0.293390505432128,6.1123,0.308517286572045,6.131835,0.330337812826583,6.15544,0.35430353463853,6.1648,0.363270821981101,6.18785,0.384053542550793,6.19738,0.392104807752604,6.205345,0.398590544716034,6.23742,0.421577007570435,6.2663,0.436920565554526,6.28932,0.446451950477615,6.31659,0.455804788454105,6.317445,0.456077179265424,6.35637,0.468244464735087,6.36992,0.472215446139678,6.3708,0.472446379400605,6.38029,0.474744905606421,6.39644,0.477928750600014,6.454965,0.484451842277558,6.46924,0.485172910082959,6.48798,0.484745590349114,6.53452,0.478815932821203,6.54142,0.47756214407642,6.560455,0.473892378493014,6.57868,0.470332224053804,6.622655,0.462123062040511,6.64523,0.456184855746721,6.71906,0.429692091962417,6.73555,0.423070226532792,6.76225,0.412424886779872,6.810705,0.394886171865176,6.84278,0.383729114225931,6.89157,0.364014701404797,6.96067,0.332342911505003,6.99106,0.317723702150769,7.051,0.289005476782034,7.06062,0.284470997894513,7.12955,0.249616442489651,7.169665,0.227760524659053,7.25244,0.18034519992182,7.281,0.163591396595129,7.35437,0.120571761208841,7.489345,0.0372303086831398,7.65919,-0.077375809393664,7.75628,-0.14495860393392,7.778585,-0.160490111875887,7.88301333333333,-0.232435489665559,7.925435,-0.261015372035974,8.115215,-0.392255636070146,8.177205,-0.436798302700073,8.2755,-0.508708087377918,8.47384,-0.65702145396184,8.5847,-0.740754178889421,8.75995,-0.873149798622644,8.972185,-1.03642833337502,9.14255,-1.16876385186899,9.16098,-1.18307961173871,9.20722,-1.21896274943852,9.412095,-1.37668219613871,9.588885,-1.51106249577797,9.66993,-1.57244534411192,9.80232666666667,-1.67253160082429,9.87845,-1.73001602098985,10.31402,-2.05948002650935
"JamesHarden",5.022,-1.21081219855923,5.058155,-1.21726192916894,5.08882,-1.21991951702922,5.11601,-1.22012252861065,5.1363,-1.21895830165389,5.15746,-1.21654219196449,5.17948,-1.21253924220421,5.19634,-1.20846349215676,5.21214,-1.20391911312733,5.230805,-1.19772997155618,5.240345,-1.19425303033458,5.26392,-1.18385338332978,5.2761,-1.1773081022673,5.28809,-1.17034006780384,5.303985,-1.16063607450824,5.31043,-1.15664338223037,5.32052,-1.1504271490145,5.33881,-1.13745818516327,5.34557,-1.1320674872171,5.3545,-1.12475755706976,5.3612,-1.11928240170753,5.37551,-1.10819281470717,5.38025,-1.10479948851403,5.388165,-1.09887342675623,5.39767,-1.09136948956219,5.40702,-1.0837905903218,5.417,-1.07573870905358,5.42873,-1.06668528784584,5.44073,-1.05800860389183,5.44887,-1.0521725519802,5.45661,-1.0466502314245,5.47201,-1.03575315716721,5.47861,-1.03112464095112,5.493495,-1.02079314077561,5.50351,-1.01396561706391,5.51009,-1.00954072704464,5.52435,-1.00010503987707,5.53866,-0.990829222078497,5.54657,-0.985776546189274,5.5589,-0.978021715856852,5.57075,-0.970796014172843,5.579505,-0.965585771524629,5.59096,-0.958901746092026,5.60995,-0.948056940634319,5.62272,-0.940855263736403,5.633665,-0.934754172930913,5.65078,-0.925425711553929,5.66467,-0.91801289855929,5.67699,-0.911531386874611,5.69615,-0.901577075178576,5.71216,-0.893384145861536,5.729835,-0.884680830683147,5.75043,-0.87470495061192,5.7693,-0.865365394865201,5.794255,-0.852133110357162,5.82798,-0.831374618391227,5.86013,-0.807284026151058,5.917035,-0.755238490801673,5.99131,-0.673192452147719,6.07573,-0.567705043584168,6.17429,-0.439597734522634,6.23047,-0.369185541957675,6.300485,-0.277127206493461,6.365935,-0.186995432568417,6.411,-0.125946246960569,6.46285,-0.0597190127153653,6.52582,0.0106943839517441,6.612955,0.0822292527238191,6.67361,0.121955968215855,6.75198,0.166049783041902,6.876465,0.219738861674468,6.98991,0.251727318127626,7.08178,0.266186829615968,7.14906,0.269358851692216,7.258635,0.257482907979685,7.353505,0.234410368211442,7.45752333333333,0.200902264586975,7.54373,0.170603127603616,7.62894,0.141814433934945,7.772705,0.0867761334693518,7.87822,0.0365943625739101,8.00881,-0.0353395190598766,8.118785,-0.1030631008839,8.481895,-0.358492198898242,8.683305,-0.513047796477294,9.06771,-0.852920335803669,9.2696,-1.05591342668988,9.54405,-1.35845053066294,9.79637,-1.66322643670207,10.26405,-2.29423273863776
"JamychalGreen",5.20409,-0.807278210497612,5.32451,-0.823159654748621,5.40736,-0.824760697320795,5.437695,-0.823440943533659,5.624405,-0.792750882527883,5.642735,-0.787639783971688,5.702295,-0.768396518448731,5.789625,-0.732907533034123,5.83871,-0.709197846601065,5.89808,-0.676934599975703,5.986125,-0.621927202668744,6.041295,-0.582911836203361,6.09206,-0.543059878681239,6.15719,-0.486954884250366,6.22721,-0.421509241470127,6.274705,-0.374735745977559,6.316965,-0.331881860598496,6.335915,-0.311462074674263,6.37854,-0.259695797067153,6.393775,-0.239814105666683,6.44968,-0.164512717402862,6.514315,-0.0819254324977263,6.51646,-0.0794175367849397,6.52297,-0.071691930836691,6.551555,-0.0347853057297673,6.59959,0.0343001108938934,6.68943,0.161139489813185,6.696925,0.170236339275923,6.70609,0.180887915487709,6.72383,0.201757819327742,6.7551,0.239619706388905,6.78363,0.273941169452068,6.821595,0.316635118574348,6.842785,0.337806694416089,6.85455,0.348770466928923,6.90447,0.39278130378119,6.90516,0.39335896350453,6.95716,0.434202393723231,6.97013,0.443506265152079,7.004445,0.466234469815138,7.018325,0.474439066742462,7.03199,0.481922406420122,7.052105,0.492009121950678,7.0787,0.503980115851216,7.115565,0.51887101933581,7.14104,0.528334836629957,7.169185,0.536304890831322,7.18172,0.539111334009915,7.20293,0.543135662209654,7.223315,0.546475664018287,7.251055,0.550855949035866,7.325165,0.555246506664564,7.3545,0.553632635718346,7.3766,0.551589166929067,7.38219,0.550986057075272,7.47499,0.539185878178361,7.48952,0.537547535052785,7.51103,0.534562939597188,7.579975,0.5194812488112,7.60385,0.512967604691427,7.675435,0.492422400634865,7.68523,0.489714256225591,7.76383,0.466477700523726,7.81607,0.447671066994853,7.86538,0.427974276594167,7.953535,0.389583257155101,8.005185,0.366104890342365,8.06004,0.341129159692261,8.158405,0.29352785566246,8.337535,0.192819176052481,8.38025,0.166617622409635,8.43053,0.134900696353543,8.57506,0.039533966997832,8.785855,-0.106028150668229,8.851355,-0.15364391327868,9.002995,-0.271274975137697,9.106425,-0.355889898176386,9.343835,-0.556278511958792,9.4461,-0.642434268019345,9.61596,-0.785786464143744,9.68778,-0.847994029694051,9.791015,-0.938822382070481,9.80242,-0.948946509357227,9.99868,-1.12532512974286,10.12925,-1.24420334597244,10.22965,-1.33622465559436,10.343685,-1.44167766979848,10.546435,-1.6319906222515,10.62776,-1.70946768461877,10.98916,-2.06308100874648
"JaredSullinger",5.33797,-0.546978674600294,5.425365,-0.554865854040365,5.44181,-0.55542461592784,5.548885,-0.551799342631825,5.64673,-0.537321813158801,5.67794,-0.530428155754265,5.76453,-0.50509133066927,5.85396,-0.469486461717431,5.93588,-0.428941760960494,6.00882,-0.386830406255664,6.078465,-0.341635645905005,6.20301,-0.248592251820035,6.210285,-0.242379569449676,6.23375,-0.221642728623543,6.277325,-0.180831413752843,6.366525,-0.0924318302921593,6.391015,-0.0680794434800912,6.45425,-0.00184435148549561,6.50664,0.0603841669657615,6.577835,0.149581610540998,6.63932,0.224990243916911,6.664545,0.254138335491889,6.685125,0.276751398888512,6.70256,0.295831367723291,6.725185,0.321572065474643,6.75065,0.351194452902352,6.762705,0.36522900972322,6.801905,0.409620437537238,6.83131,0.440300324263013,6.83893,0.447870020446159,6.85045,0.459421120269222,6.864295,0.473355972667003,6.897095,0.505689545301397,6.92418,0.530449132037677,6.93327,0.538364092174127,6.95003,0.553121562607517,7.00457,0.599828401010299,7.01442,0.607589887441868,7.03027,0.619354855396507,7.03885,0.625286711186528,7.041815,0.627278915963743,7.0692,0.645585356460086,7.09641,0.663005726129363,7.124715,0.679397200765423,7.12828,0.681289393221561,7.166695,0.6987598770008,7.19459,0.7091408960088,7.22909,0.719650866943546,7.269115,0.728418183362916,7.27714,0.729712497414895,7.330815,0.734169648166035,7.34066,0.734103770796145,7.34422,0.733988127486006,7.378035,0.730775039486931,7.41654,0.723580013610686,7.425815,0.721476296953843,7.4614,0.712777384185303,7.53809,0.684081529562494,7.541075,0.682645281159167,7.56625,0.669838864725139,7.644915,0.624868158559489,7.68884,0.599258784988175,7.737335,0.57323669007067,7.76237,0.560175899943739,7.79435,0.541886719317552,7.83715,0.515267748028453,7.875095,0.490348425676196,7.99882,0.409129746563658,8.003635,0.406166830833276,8.07569,0.360262525474539,8.15959,0.303495371461374,8.18849,0.283224229219603,8.367805,0.151207673699386,8.58346,-0.0152661221414054,8.63366,-0.0548142461602154,8.70607,-0.113735646969923,8.810545,-0.201853663988615,9.02176,-0.386267986120584,9.05801,-0.418159558563238,9.36735,-0.688341295597998,9.38415,-0.703273673062528,9.42477,-0.739533209737119,9.56124,-0.862800374944514,9.635585,-0.930755766702034,9.81328,-1.09487515070109,9.988925,-1.25940627514027,10.10071,-1.3655968431705,10.169845,-1.43186093628859,10.355115,-1.61170897141892,10.61783,-1.87259054957918
"JarrettJack",4.705525,-0.449518956956893,4.71132,-0.454558643864625,4.73542,-0.474996460948672,4.75443,-0.490521608185664,4.783635,-0.513339692763387,4.80034666666667,-0.525829303912207,4.806185,-0.530094856459098,4.82964,-0.546729720186282,4.839935,-0.553777643998476,4.8535,-0.562827877781184,4.878425,-0.578756310637231,4.95591666666667,-0.622470820138969,5.0109,-0.648119188218082,5.097325,-0.679437648041445,5.10773,-0.682474278512187,5.1142,-0.684283547911119,5.156525,-0.694631980620756,5.2117,-0.70427649952405,5.241785,-0.707789491157287,5.312285,-0.71143810009265,5.53205,-0.677621407880159,5.603165,-0.650576227292397,5.60928,-0.647855898529107,5.67166,-0.616295000455328,5.69599,-0.601800202079267,5.89795,-0.441464568981516,5.960155,-0.381983056996713,5.999965,-0.342538014005868,6.02872,-0.313611015910876,6.17736,-0.127852918496225,6.180745,-0.12308377030235,6.1863,-0.115234219196297,6.26059,-0.00932653138340732,6.30167333333333,0.0478674222558176,6.36045,0.133234009336806,6.36506,0.140639884428413,6.400885,0.199606153501361,6.432965,0.251764060644911,6.4578,0.289425169148194,6.483725,0.324297183844667,6.48582,0.326898084752715,6.532005,0.388365941656738,6.53479,0.392112968457547,6.56233,0.427467399945263,6.562545,0.427725716316298,6.578155,0.445422067188464,6.595515,0.464376314748977,6.601825,0.471493613807766,6.65913,0.537294180302241,6.68281666666667,0.562610488097147,6.718535,0.595016331732784,6.72483,0.599901196414085,6.72762,0.602054883108724,6.80514,0.656515952950449,6.81773666666667,0.663876959641894,6.834505,0.672776530094378,6.84509,0.677809942735183,6.878775,0.691319711548293,6.898885,0.697823455234102,6.92976,0.705762650268767,6.94510666666667,0.708866783580308,6.997055,0.715806733098386,7.053295,0.715278151646393,7.05719,0.714841007549839,7.069355,0.713185064754788,7.17398,0.685474814218028,7.28957,0.645693430806691,7.29153,0.645099374512376,7.327185,0.632910938543455,7.54408333333333,0.513004054711433,7.54874,0.509873985216598,7.69948,0.405993851550388,7.785845,0.349952493402033,8.033315,0.193530241887127,8.1321,0.122924714619262,8.27909333333333,0.012235759704611,8.46187,-0.129839384317674,8.57361,-0.216338308001334,8.67278,-0.291301848302726,8.7045,-0.314985902862488,9.080775,-0.609417222511918,9.116595,-0.638474906843283,9.235885,-0.736132997201689,9.381745,-0.856924650770893,9.41734,-0.886553554479611,9.74558,-1.16552589599335,9.84417,-1.25151335427775,10.00668,-1.39549628729656,10.02892,-1.4154198263621,10.25349,-1.61958321760304
"JasonSmith",4.92243,-1.08649965780102,4.950485,-1.08769439870153,4.97508,-1.0881815565732,4.97642,-1.08819011271757,5.005395,-1.08784470946827,5.02779,-1.08678770959829,5.048535,-1.08534316925089,5.05673,-1.08468124904944,5.06374,-1.084056552182,5.06444,-1.08399081862838,5.06873,-1.08357349519926,5.07342,-1.08308704581028,5.07859,-1.08252030727576,5.09096,-1.0810548127909,5.12217,-1.07670273066497,5.1326,-1.07505054202431,5.14002,-1.07381795850193,5.16129,-1.07003246483605,5.16265,-1.069777179056,5.18794,-1.06459762215873,5.2619,-1.04578826318659,5.26917,-1.04373397088467,5.27791,-1.04123348075475,5.30267,-1.03371440151063,5.44458,-0.977580587253345,5.46746,-0.966833564581866,5.50593,-0.947958036637446,5.52056,-0.940546086165117,5.59971,-0.898738579862455,5.72642,-0.817165366003942,5.73465,-0.811098156035267,5.80859,-0.753391730737095,6.02364,-0.567539234180519,6.093775,-0.506840039703873,6.16391,-0.447226190604947,6.34135,-0.280079566516972,6.37363,-0.247860106601562,6.4557,-0.164797851209318,6.54339,-0.0757296462058065,6.5614,-0.0575742035169394,6.68542,0.0926288544114705,6.79728,0.249459242883218,6.80944,0.266386755172866,6.888955,0.371170080600506,6.98063,0.468940451139542,6.98401,0.471922535285046,7.03532,0.521580324014942,7.06814,0.55588708025006,7.10096,0.590328227675787,7.20105,0.68000186435282,7.213275,0.687905815883912,7.21486,0.688873040238464,7.24411,0.707134390755421,7.36172,0.777943409131477,7.39093,0.791785857785083,7.42022,0.802933904948116,7.46773,0.81423244913277,7.495405,0.817595988231457,7.60674,0.81377406611417,7.646925,0.807842819899704,7.68132,0.801843075148276,7.69965,0.798485124175364,7.71297,0.795923731628626,7.74361,0.78724946613193,7.78399,0.770693662838925,7.84682,0.738173347928038,7.84991,0.73648205466975,7.93714,0.69189117813291,8.036485,0.634960817373953,8.05104,0.624704745831944,8.14175,0.554215487252414,8.20891,0.498903459736124,8.26226,0.456171410095066,8.31561,0.416766685776058,8.40331,0.350245022907619,8.42322,0.333753289265784,8.598955,0.173319526315744,8.77469,0.00367045240011556,8.88782,-0.0988355288912384,9.079405,-0.262988073323427,9.25266,-0.417381257524143,9.4562,-0.604338269543981,9.61111,-0.749390000191817,9.894265,-1.01726165866812,9.91873,-1.04042192284758,10.1812,-1.2914311506466,10.328595,-1.43472890500504,10.47599,-1.57975873929468,10.69239,-1.79590755275347,10.95137,-2.05978266713245
"JeffTeague",4.899555,-0.814226064254917,4.983495,-0.83598833185116,5.03187,-0.842400233544524,5.12993,-0.841572725558877,5.140365,-0.84039072168366,5.204705,-0.828435600622204,5.362715,-0.765132925053965,5.403185,-0.741759610459847,5.452385,-0.709367987777209,5.4683,-0.697901741595565,5.49637,-0.676443567349919,5.588515,-0.594177405784338,5.70826,-0.442607614806566,5.728265,-0.41359020380868,5.72834,-0.413480819401454,5.77614,-0.343889051356376,5.78292,-0.334171839369954,5.80372,-0.304379806735918,5.82512,-0.270505314457203,5.86342,-0.203795971310987,5.88689,-0.161951682881713,5.90541,-0.129912478374434,5.9221,-0.102606634253429,5.941445,-0.0702692595119976,5.958825,-0.0393441442307066,5.974885,-0.010685283487502,5.980475,-0.000940185822770568,5.99834,0.028535016371745,6.009955,0.0457021418059309,6.02469,0.0668374070351132,6.03644,0.0840980424492171,6.05142,0.10565593117723,6.06285,0.121093752067903,6.07023,0.13032208178937,6.093875,0.157581417940333,6.09449,0.158280308588942,6.11084,0.176545564450421,6.126875,0.193612313930313,6.146325,0.21265234053546,6.18085,0.240008172665482,6.198075,0.249198086451355,6.202535,0.251079068192012,6.20276,0.251169934859056,6.22323,0.258468357687322,6.23685,0.263234119721768,6.24704,0.266894533700888,6.29041,0.273511568294289,6.32331,0.271960089121048,6.33314,0.270947630401903,6.33786,0.270421392709647,6.37731,0.266439545986622,6.400605,0.262952515034446,6.408185,0.261086590584844,6.41237,0.259931219000555,6.47259,0.238083194366725,6.496525,0.229642679095519,6.510575,0.225623036097998,6.57316,0.205777932649199,6.5885,0.199868070992725,6.65667,0.170283566661958,6.68267,0.158106256685563,6.72746,0.136849697578681,6.80078,0.101544094228797,6.85147,0.0742287420483523,6.893755,0.0498450531925026,7.04452,-0.0439537024192853,7.080765,-0.0670130157674769,7.159835,-0.116304502153249,7.16478,-0.11931753695241,7.238855,-0.165645040218849,7.268475,-0.184724899252668,7.400575,-0.272609305230256,7.50288,-0.342460899056509,7.71698,-0.49046373668257,7.80912,-0.557651832035957,7.84062,-0.581082484488236,7.91692,-0.638584536994332,8.042205,-0.73449127585299,8.27086,-0.909517239545972,8.479295,-1.06913402140434,8.48463,-1.07326997223093,8.56,-1.13188108703542,8.60033,-1.16335363475845,8.654695,-1.20585614390736,8.9636,-1.44842995939572,8.974305,-1.45689970488988,9.14942,-1.59617197469461,9.17946,-1.62020353862336,9.26688,-1.69037956578992,9.39957,-1.79760099995913
"JeramiGrant",4.90522,-0.747466186003306,5.01507,-0.700746903182508,5.10994,-0.654543733810919,5.16767,-0.623679271481991,5.21444,-0.597109937337252,5.34004,-0.518549865006335,5.40973,-0.469942876941726,5.44069,-0.447288806851268,5.49478,-0.406367980234598,5.55352,-0.360294628924652,5.60406,-0.319573762105375,5.66157,-0.27167480083548,5.75611,-0.18538648290928,5.839065,-0.104831134032008,5.85727,-0.0869010055572371,5.89498,-0.049759527358131,5.9237,-0.0216302254302898,5.97966,0.0377818132154957,6.02323,0.0910407584777856,6.07573,0.158422395597855,6.10949,0.201084887118871,6.17129,0.272003701150007,6.18762,0.288437060807307,6.23496,0.337838491478879,6.250275,0.354342687608201,6.32978,0.440019206687872,6.36365,0.474624308698916,6.40869,0.516732043844484,6.450645,0.551120630841554,6.48456,0.577293759014425,6.51333,0.598492384532389,6.54998,0.624100481455131,6.56641,0.635053823571475,6.59059,0.65056112247528,6.60917,0.661944070803028,6.66676,0.694085096050673,6.70417,0.712594360064965,6.73997,0.728710912688583,6.80143,0.753093706377221,6.82122,0.760141046232856,6.87627,0.775412561820252,6.91561,0.782766753179679,6.932655,0.785312410622702,6.97819,0.790973886053515,7.03536,0.797576104544972,7.05543,0.799838581984704,7.12703,0.803973324567301,7.16488,0.804015176353399,7.25177,0.799853658804268,7.29519,0.796155816172765,7.33784,0.791876877210793,7.36106,0.789001337331339,7.411485,0.780245750073697,7.45728,0.770123868626095,7.49529,0.760811263233914,7.54068,0.74935943913547,7.57853,0.739903356917444,7.66014,0.715149830086182,7.68725,0.705680414354433,7.74256,0.684970212736313,7.82974,0.650051206788852,7.88551,0.627388676428082,7.97023,0.590900463918214,8.00049,0.576789067544329,8.04826,0.553520992678521,8.13209,0.510240340057711,8.25417,0.443365005923103,8.31962,0.405721876106446,8.37361,0.372507736957749,8.4716,0.307877529036711,8.65554,0.17572132852031,8.7362,0.115220474414678,8.86976,0.0144376545728809,9.02471,-0.0999348194590739,9.10013,-0.156992316183139,9.27081,-0.292066948614208,9.42389,-0.41641905816379,9.5838,-0.544889430736604,9.63305,-0.583442683748959,9.735035,-0.663231596397621,9.89672,-0.791972644234105,9.991115,-0.868081019152123,10.14587,-0.993768950539216,10.32403,-1.13891419220376,10.38269,-1.18663756346926,10.53869,-1.31381867385981,10.64959,-1.40454476870807,10.88277,-1.59639925034228,11.01296,-1.70429623582218,11.49106,-2.10680639845753
"JimmyButler",5.19267,-0.941309603284973,5.23793,-0.934677282745309,5.29221,-0.924145048090998,5.33239,-0.914542614344078,5.412005,-0.890992706392071,5.50993,-0.853816992336587,5.581065,-0.821421508889722,5.64916,-0.786203837655215,5.72878,-0.739321741775616,5.746375,-0.728078504509432,5.80858,-0.685617910198189,5.85558,-0.650611307411401,5.93669,-0.584141152086753,6.040365,-0.488227282105595,6.057895,-0.470817382074694,6.13669,-0.388382593153028,6.147465,-0.376583780756967,6.19204,-0.32402102143979,6.24396,-0.256830265422423,6.26851,-0.224158807081468,6.29216,-0.192808635226239,6.30336,-0.17814056164452,6.33772,-0.132558978814416,6.37812,-0.0716498707978177,6.39971,-0.0374337624228022,6.416315,-0.0111343057418988,6.441915,0.028269558324534,6.46561,0.0622621659868467,6.490525,0.094203937658163,6.53587,0.155549988337997,6.55012,0.174760592101704,6.557975,0.18490564086328,6.56182,0.189713569439096,6.57847,0.208978899579313,6.59364,0.225608177313545,6.61345,0.247910727113509,6.61789,0.252883338732048,6.63182,0.268152587918297,6.654645,0.291129749122797,6.68407,0.315723219372595,6.69944,0.327509303906102,6.70428,0.331084602982577,6.7332,0.350931384308832,6.73663,0.353099378400768,6.76322,0.368414180997763,6.781035,0.377050327756812,6.794595,0.382749441344488,6.83323,0.395414109452556,6.841395,0.397506830925145,6.863855,0.402405278900732,6.89337,0.407301742803286,6.91162,0.408964122203533,6.926395,0.409041354153917,6.9601,0.405678970094899,6.9893,0.39971698625336,7.06654,0.377798963210226,7.11206,0.364438837360944,7.138645,0.353546531205166,7.17702,0.334229573872414,7.23508,0.301076729474919,7.272045,0.28032587404885,7.30759,0.262659155630846,7.3586,0.237944667648841,7.406815,0.211864831889306,7.46229,0.179561234770918,7.49145,0.16195419898821,7.536955,0.13409837277603,7.6616,0.0592302222277951,7.7144,0.026565775752258,7.7861,-0.0198498107688784,7.83303,-0.0512638672754164,7.9793,-0.152455965872986,7.996045,-0.164207050937218,8.09202,-0.231544534072195,8.27886,-0.37009182750687,8.331615,-0.411261725045526,8.53333,-0.574180288486826,8.563795,-0.599292357312753,8.73182,-0.738516719232259,8.88172,-0.864702758510441,8.93617,-0.911498865376511,9.062295,-1.02166421524395,9.24036,-1.18090048099117,9.282425,-1.21906726278105,9.45028,-1.37310421293219,9.50723,-1.42593924507837,9.554525,-1.4700506014657,9.64819,-1.55807725547796,9.79659,-1.69952041510217,10.04453,-1.94199661565129
"JJHickson",5.107765,-1.05571430164817,5.170495,-1.05991021109337,5.21699,-1.06066547803377,5.30199,-1.05711059342896,5.364315,-1.05065174201863,5.372515,-1.04956956278775,5.52184,-1.02043876931973,5.58272,-1.00317000981292,5.65484,-0.978409432083073,5.728515,-0.948080888624798,5.85981,-0.880699004784412,5.98093,-0.803489910736234,6.019165,-0.778399030919503,6.04244,-0.763090495467949,6.15381,-0.686257063567952,6.25161,-0.607995652210841,6.34072,-0.521736625003379,6.452265,-0.392617559488502,6.465545,-0.376114353713791,6.607015,-0.182885442978404,6.635295,-0.140020589764283,6.66189,-0.0982850353893113,6.706145,-0.0256268973325542,6.739905,0.0354661042851261,6.849025,0.269325815347538,6.89793,0.379197642939553,6.90841,0.402231746930902,6.942275,0.474205569728209,6.95026,0.490476040386593,7.01732,0.641248024333271,7.020615,0.648978869252844,7.043025,0.700807969995253,7.061065,0.740653192145933,7.077365,0.774292955528141,7.093985,0.807285118286475,7.13102,0.886210327809171,7.14575,0.917476503775287,7.154075,0.934593611816267,7.182455,0.987514684506123,7.192285,1.00310120655837,7.202015,1.01781725233831,7.22214,1.04754880428037,7.23261,1.06209400492187,7.235345,1.06573863799571,7.24993,1.08379425245978,7.26929,1.10510335068767,7.280645,1.11666304595555,7.284255,1.12017659766317,7.29386,1.12911830253897,7.307535,1.14075437124392,7.318655,1.14918576671487,7.338495,1.16127646566695,7.35295,1.16777720515555,7.3568,1.16922971639574,7.401495,1.18000798964711,7.411695,1.18150000521117,7.428505,1.18363564028773,7.442845,1.18378465041058,7.471385,1.17886428770784,7.51197,1.16373651146021,7.55911,1.14204129977258,7.58393,1.13212378938741,7.58656,1.13119138654294,7.624725,1.11456355610417,7.67674,1.08607114636962,7.69426,1.07601590339134,7.706305,1.06920278277799,7.756705,1.04360260701764,7.815455,1.01690152004383,8.073025,0.878730574493873,8.154615,0.829703502512383,8.26083,0.763629937730038,8.38377,0.685494264036066,8.65958,0.51336439234128,8.920125,0.348763033401378,8.963055,0.320121651742745,9.385315,0.0232175878778843,9.571215,-0.112243606820859,9.695925,-0.203204691214526,9.895545,-0.350565677405924,10.13091,-0.52936547389357,10.18937,-0.574329051177661,10.39728,-0.735049060912999,10.716475,-0.980799276744779,10.90519,-1.12351783851182,11.12923,-1.29226816615837,11.205975,-1.35003241647207,11.377655,-1.47922407172684,11.512975,-1.58106508175053,12.0014,-1.94930892641707
