"x_loc","radius","y_loc","abbrName","rounded_gameClock","frame_id","loess_coords","loess_residuals","quad_residuals","id"
17.565685,5.02237,24.03138,"J. Harden",485,1,5.0218191220143,0.000550877985696197,NA,1
17.731995,5.085085,24.08596,"J. Harden",485,2,5.19224774886027,-0.107162748860266,NA,1
17.67642,5.12175,24.01797,"J. Harden",485,3,5.12330756823352,-0.00155756823352071,NA,1
17.717395,5.17566,24.102915,"J. Harden",485,4,5.17323515338923,0.00242484661076858,NA,1
17.791235,5.181255,24.073295,"J. Harden",485,5,5.28042459921256,-0.0991695992125639,0.0245840148497642,1
17.697625,5.18958,24.02427,"J. Harden",485,6,5.14858460359483,0.0409953964051697,0.0348726930463993,1
17.83609,5.27669,24.110305,"J. Harden",485,7,5.33977011704901,-0.0630801170490098,0.0245511539940672,1
17.76986,5.311415,24.087485,"J. Harden",485,8,5.24504515533263,0.0663698446673751,0.0372944893163652,1
17.978615,5.383065,24.203285,"J. Harden",485,9,5.41536272820134,-0.0322977282013417,0.0316021594900405,1
18.01165,5.43165,24.150875,"J. Harden",485,10,5.67162995484398,-0.23997995484398,0.0258357224550071,1
18.06569,5.453195,24.241295,"J. Harden",485,11,6.04640971898674,-0.593214718986737,0.0166366340804144,1
17.832515,5.486735,24.140725,"J. Harden",485,12,5.33556336185678,0.151171638143224,0.0457742605592529,1
18.073335,5.493495,24.158815,"J. Harden",485,13,6.06844196519496,-0.574946965194958,0.0122269371787151,1
18.002805,5.50669,24.166415,"J. Harden",485,14,5.60024729056048,-0.0935572905604829,0.0230861327333358,1
18.029125,5.552535,24.1719,"J. Harden",485,15,5.92489746850087,-0.372362468500874,0.0217990293681966,1
18.10736,5.5659,24.2425,"J. Harden",485,16,6.15864445328633,-0.592744453286327,0.0200099150616024,1
18.08835,5.664005,24.18266,"J. Harden",485,17,6.11489199272706,-0.45088699272706,0.041771459485626,1
18.268785,5.68746,24.17976,"J. Harden",485,18,5.79300404993103,-0.10554404993103,0.0261693224183986,1
18.108865,5.730835,24.175635,"J. Harden",485,19,6.16130495642794,-0.430469956427937,0.0385362262011428,1
18.20773,5.933985,24.02561,"J. Harden",485,20,5.99924214617183,-0.0652571461718301,0.058644299793762,1
18.75806,6.205905,24.174385,"J. Harden",485,21,6.84613728427188,-0.640232284271878,0.0685060641323782,1
19.16202,6.654985,24.190065,"J. Harden",485,22,7.1796249365023,-0.524639936502303,0.0653635524981786,1
19.21921,7.117975,24.177985,"J. Harden",485,23,7.1293066412738,-0.0113316412738049,0.109009780741755,1
19.1317,7.5304,24.079915,"J. Harden",485,24,7.19273933853855,0.337660661461451,0.225426078968211,1
18.931845,7.94042,24.109375,"J. Harden",485,25,7.11478500953848,0.825634990461521,0.273959489130773,1
18.07536,9.047435,24.15866,"J. Harden",485,26,6.07637469518016,2.97106030481984,0.196399392150456,1
"x_loc","radius","y_loc","abbrName","rounded_gameClock","frame_id","loess_coords","loess_residuals","quad_residuals","id"
17.669355,5.154655,25.970455,"J. Harden",1957,1,5.06683894416185,0.0878160558381538,NA,10
17.70531,5.246175,25.890075,"J. Harden",1957,2,5.42932717564625,-0.183152175646249,NA,10
17.75628,5.2855,25.845515,"J. Harden",1957,3,5.77219130710791,-0.486691307107906,NA,10
17.721115,5.34088,25.92083,"J. Harden",1957,4,5.55843099090538,-0.217550990905378,NA,10
17.800425,5.360885,25.86368,"J. Harden",1957,5,5.90312056751516,-0.542235567515158,0.0268040523943858,10
17.67503,5.38235,25.98614,"J. Harden",1957,6,5.1270674348258,0.255282565174202,0.0263747859018059,10
